osm_id,name,description,category,lat,lon,commune,village,osm_link,gmaps_link,wiki_block,im1_block,im2_block,im3_block,im4_block,im5_block,im6_block
5875611588,Am Schützenkreuz,,memorial,49.50888,6.054326,Bettembourg,Noertzange,https://www.openstreetmap.org/node/5875611588,https://www.google.com/maps?q=49.5088802 6.0543262,,,,,,,
8931960246,Befreiungsmonument Dikrech,,memorial,49.865111,6.158558,Diekirch,Diekirch,https://www.openstreetmap.org/node/8931960246,https://www.google.com/maps?q=49.8651108 6.1585578,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Befreiungsmonument_Dikrech"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/f/f7/Dikrech_%28Monument_Befreiung_44%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/f/f7/Dikrech_%28Monument_Befreiung_44%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Dikrech_(Monument_Befreiung_44).jpg"">Otets at Luxembourgish Wikipedia</a>, <a href=""https://creativecommons.org/licenses/by-sa/3.0/lu/deed.en"">CC BY-SA 3.0 LU</a>, via Wikimedia Commons (2011)</div><br>",,,,,
2289631450,Erënnerungsplacken u Lëtzebuerger Cyclisten,,memorial,49.613951,6.123316,Luxembourg,Ville-Haute,https://www.openstreetmap.org/node/2289631450,https://www.google.com/maps?q=49.6139509 6.1233163,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Er%C3%ABnnerungsplacke_fir_L%C3%ABtzebuerger_Cyclisten"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/0/0e/Luxembourg%2C_Plaques_comm%C3%A9moratives_des_cyclistes_luxembourgeois_%28101%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/0/0e/Luxembourg%2C_Plaques_comm%C3%A9moratives_des_cyclistes_luxembourgeois_%28101%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg,_Plaques_comm%C3%A9moratives_des_cyclistes_luxembourgeois_(101).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>",,,,,
8931883112,Ficellesbréck,,memorial,49.865017,6.158408,Diekirch,Diekirch,https://www.openstreetmap.org/node/8931883112,https://www.google.com/maps?q=49.865017 6.1584076,,,,,,,
7925852091,Fräiheetsplaz,,memorial,49.516092,6.188076,Frisange,Frisange,https://www.openstreetmap.org/node/7925852091,https://www.google.com/maps?q=49.5160919 6.1880765,,"<a href='https://upload.wikimedia.org/wikipedia/commons/6/6f/Frisange_remembers.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/6/6f/Frisange_remembers.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Frisange_remembers.jpg"">Rothgar I</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2015)</div><br>",,,,,
847566789,Goethe-Steen,,memorial,49.6116,6.135508,Luxembourg,Ville-Haute,https://www.openstreetmap.org/node/847566789,https://www.google.com/maps?q=49.6116005 6.1355081,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Goethe-Gedenkplack_um_Bock"" target=""_blank"" style=""text-decoration:none"">lb</a> · <a href=""https://de.wikipedia.org/wiki/Goethe-Gedenkstein_(Luxemburg)"" target=""_blank"" style=""text-decoration:none"">de</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/3/36/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28102%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/3/36/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28102%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg-Bock,_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_(102).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>","<a href='https://upload.wikimedia.org/wikipedia/commons/9/94/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28105%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/9/94/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28105%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg-Bock,_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_(105).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>","<a href='https://upload.wikimedia.org/wikipedia/commons/6/63/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28104%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/6/63/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_%28104%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg-Bock,_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_J.W._von_Goethe_(104).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>",,,
4885433680,Jang-de-Blannen-Gedenkplack am Stater Park,,memorial,49.616051,6.124526,Luxembourg,Ville-Haute,https://www.openstreetmap.org/node/4885433680,https://www.google.com/maps?q=49.6160508 6.1245256,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Jang-de-Blannen-Gedenkplack_am_Stater_Park"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/b/bc/Luxembourg%2C_monument_Jean_l%27Aveugle_%28103%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/b/bc/Luxembourg%2C_monument_Jean_l%27Aveugle_%28103%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg,_monument_Jean_l%27Aveugle_(103).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2021)</div><br>","<a href='https://upload.wikimedia.org/wikipedia/commons/3/34/Luxembourg%2C_monument_Jean_l%27Aveugle_%28104%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/3/34/Luxembourg%2C_monument_Jean_l%27Aveugle_%28104%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg,_monument_Jean_l%27Aveugle_(104).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2021)</div><br>",,,,
6869893409,Jang-de-Blannen-Gedenkplack um Bock,,memorial,49.611782,6.137252,Luxembourg,Ville-Haute,https://www.openstreetmap.org/node/6869893409,https://www.google.com/maps?q=49.6117824 6.1372516,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Jang-de-Blannen-Gedenkplack_um_Bock"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/2/22/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_Jean_l_Aveugle.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/2/22/Luxembourg-Bock%2C_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_Jean_l_Aveugle.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg-Bock,_plaque_comm%C3%A9morative_en_m%C3%A9moire_de_Jean_l_Aveugle.jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>",,,,,
8127212925,Lancaster memorial,,memorial,50.141426,6.113384,Weiswampach,Weiswampach,https://www.openstreetmap.org/node/8127212925,https://www.google.com/maps?q=50.1414265 6.1133843,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Lancaster_Memorial_zu_W%C3%A4iswampech"" target=""_blank"" style=""text-decoration:none"">lb</a> · <a href=""https://en.wikipedia.org/wiki/Lancaster_Memorial_(Luxembourg)"" target=""_blank"" style=""text-decoration:none"">en</a></div>",,,,,,
7884901448,Memorial Edgar Cossé,,memorial,49.664106,6.072271,Kopstal,Kopstal,https://www.openstreetmap.org/node/7884901448,https://www.google.com/maps?q=49.6641057 6.0722707,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Edgar_Coss%C3%A9?"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/9/9a/Memorial_Edgar_Coss%C3%A9_in_Kopstal_01.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/9/9a/Memorial_Edgar_Coss%C3%A9_in_Kopstal_01.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Memorial_Edgar_Coss%C3%A9_in_Kopstal_01.jpg"">MMFE</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2014)</div><br>",,,,,
10778343548,Monument 87th Infantry Division,,memorial,50.161481,6.023998,Troisvierges,Huldange,https://www.openstreetmap.org/node/10778343548,https://www.google.com/maps?q=50.1614806 6.0239977,,"<a href='https://upload.wikimedia.org/wikipedia/commons/3/30/Huldange%2C_Buergplaz_%28108%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/3/30/Huldange%2C_Buergplaz_%28108%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Huldange,_Buergplaz_(108).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2019)</div><br>",,,,,
12580169555,Monument aus dem Zweete Weltkrich,,memorial,49.861402,6.228584,Bettendorf,Hirtzenhof,https://www.openstreetmap.org/node/12580169555,https://www.google.com/maps?q=49.8614021 6.2285842,,"<a href='https://upload.wikimedia.org/wikipedia/commons/7/71/War_memorial_Hirzenhaff_Bettendorf_01.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/7/71/War_memorial_Hirzenhaff_Bettendorf_01.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:War_memorial_Hirzenhaff_Bettendorf_01.jpg"">MMFE</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2022)</div><br>",,,,,
12570809463,Monument aux Morts,,memorial,49.804329,6.499997,Rosport-Mompach,Rosport,https://www.openstreetmap.org/node/12570809463,https://www.google.com/maps?q=49.8043286 6.4999969,,"<a href='https://upload.wikimedia.org/wikipedia/commons/c/c1/Monument_aux_Morts_Rosport_01.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/c/c1/Monument_aux_Morts_Rosport_01.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Monument_aux_Morts_Rosport_01.jpg"">MMFE</a>, <a href=""https://creativecommons.org/licenses/by-sa/3.0"">CC BY-SA 3.0</a>, via Wikimedia Commons (2013)</div><br>",,,,,
11893133144,Monument aux Morts op der Corniche,,memorial,49.609664,6.133841,Luxembourg,Ville-Haute,https://www.openstreetmap.org/node/11893133144,https://www.google.com/maps?q=49.6096639 6.1338409,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Monument_aux_morts_op_der_Corniche"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/d/dd/Luxembourg._Monument_aux_morts_Corniche_%28101%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/d/dd/Luxembourg._Monument_aux_morts_Corniche_%28101%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Luxembourg._Monument_aux_morts_Corniche_(101).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>, via Wikimedia Commons (2020)</div><br>",,,,,
8225510796,Monument Belgo-Britannique de S.R.A.,,memorial,50.092645,6.021277,Wincrange,Maulusmühle,https://www.openstreetmap.org/node/8225510796,https://www.google.com/maps?q=50.0926453 6.0212773,"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Fligermonument_op_der_Maulesmillen"" target=""_blank"" style=""text-decoration:none"">lb</a></div>","<a href='https://upload.wikimedia.org/wikipedia/commons/a/a9/Maulusm%C3%BChle%2C_Monument_SRA_%282%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/a/a9/Maulusm%C3%BChle%2C_Monument_SRA_%282%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Maulusm%C3%BChle,_Monument_SRA_(2).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/3.0"">CC BY-SA 3.0</a>, via Wikimedia Commons (2018)</div><br>","<a href='https://upload.wikimedia.org/wikipedia/commons/3/3d/Maulusm%C3%BChle%2C_Monument_SRA_%2813%29.jpg' target='_blank' rel='noopener noreferrer'><img src='https://upload.wikimedia.org/wikipedia/commons/3/3d/Maulusm%C3%BChle%2C_Monument_SRA_%2813%29.jpg' style='width:100%;display:block'></a><div style='color:#666;font-size:0.8em'><a href=""https://commons.wikimedia.org/wiki/File:Maulusm%C3%BChle,_Monument_SRA_(13).jpg"">GilPe</a>, <a href=""https://creativecommons.org/licenses/by-sa/3.0"">CC BY-SA 3.0</a>, via Wikimedia Commons (2018)</div><br>",,,,
8132380558,Monument du Recueillement,,memorial,49.702377,6.273502,Junglinster,Weimerich,https://www.openstreetmap.org/node/8132380558,https://www.google.com/maps?q=49.7023769 6.2735018,,,,,,,
